title	date	writer	keyword	contents
[키워드로 보는 사설] 소통	2014.01.28		사설|사설 속으로|키워드|대의제 민주정치|정치적 현안|정치적 견해|	내 뜻을 전하고 남의 뜻을 듣는 것이 소통이다. 그러나 소통에는 장애가 따른다. 이쪽에서는 객관적 정보를 전했다 해도 저쪽에서 듣고 싶은 것만 추려 들으면 이쪽 뜻은 왜곡되고 만다. 이를 두고 심리학에서는 선택적 지각(selective perception)이라 한다.    공자는 “다른 사람이 나를 알아주지 않는다고 걱정하지 말고 내가 다른 사람을 모르고 있는 것을 걱정하라”고 했다. 나와 생각이 다른 사람, 나와 정치적 견해가 다른 사람, 그들이 왜 그런 생각을 하는지에 대해 기분 나쁘게 받아들이지 말고 왜 그들이 그런 생각을 갖게 됐는지를 곰곰이 생각하라는 게 공자님 말씀이다. 소통은 내 편 생각을 읽는 게 아니라 다른 편 생각을 읽는 일이다. 현대 사회에서 국민의 뜻과 이익은 하나가 아니다. 국민의 뜻을 정치에 반영해야 하는 대의제 민주정치에서 분열된 의견을 하나로 조정하는 대화와 소통의 작업은 그 어떤 정치적 현안 다음으로도 미뤄질 수 없다.
[키워드로 보는 사설] 사관(史觀)	2014.01.21		사설|사설 속으로|사관|근대 역사학|역사 인식|독일 역사|	유명한 비트겐슈타인의 ‘오리-토끼 그림’(오른쪽 사진)을 떠올려보자. 오리로 보는 사람과 토끼로 보는 사람, 누가 맞을까. 동일한 사물을 놓고서도 관점에 따라 전혀 다르게 볼 수 있다. 직관적으로 사물을 판단하는 생각의 차이 때문이다.    사관은 동일한 과거 사건에 대해 해석하고 설명하는 관점 또는 가설을 말한다. 역사는 역사가의 관점에 따라 조금씩 다르게 해석된다. 실증주의사관, 유물사관, 식민사관, 민족주의사관 등은 모두 역사를 보는 관점을 의미한다. 역사를 어떤 요인에 따라 해석하느냐에 따라 동일한 사건이라도 전혀 다른 원인과 결과로 해석될 수 있기 때문에 우리는 역사가의 해석에 따라 과거를 돌아볼 수밖에 없다. 그렇다면 객관적인 역사는 불가능할까.    독일 역사가 랑케(1795~1886)는 사료(史料)의 중요성을 강조한다. 그는 사료에 충실하면서 어떤 편견이나 선입견 없이 끝까지 객관적인 입장에서 역사를 서술해야 한다는 입장을 취했다. 역사가는 그 사실을 알리는 역할만 해야 한다는 랑케의 주장은 근대 역사학의 기초가 됐다.    하지만 사료조차 객관성을 입증하기 어렵거나 서로 다른 주장을 담고 있는 경우도 있다. 따라서 완전히 객관적인 역사 서술은 불가능할지 모른다. 역사를 바라볼 때 주의해야 할 것은 사관이라고 하는 이론이나 가설이 어떤 요인을 ‘유일한’ 원인으로 간주해 설명하기 쉽다는 점이다. 그럴 경우 사관은 올바른 역사 인식을 그르치는 한낱 ‘도그마’가 되고 만다. 객관적 사실을 확인하고 다양한 관점에서 역사를 바라보는 눈이 필요한 이유다.
[키워드로 보는 사설] 유엔평화유지군	2014.01.14		사설|사설 속으로|유엔평화유지군|해외 파병부대원|평화유지군 역할|개인 파병요원|	유엔평화유지군은 세계 평화와 안전 유지를 위해 국제연합(유엔)이 파견하는 다국적군대다. 유엔평화유지활동(PKO)은 유엔이 민간인이나 군사요원으로 활동단을 구성, 무력 사용 없이 분쟁지역의 평화 유지나 회복을 돕기 위해 펼치는 활동을 말한다. 군사요원은 통상 평화유지군(PKF)과 무장하지 않은 군 감시단 일원으로 참여한다.    평화유지군은 개별 참여국이 파견한 전투부대(보병)와 특수근무 지원부대(공병·의무 등)로 편성한다. 유엔 지휘하에 활동하는 무장부대를 말하며, 크게 정전감시단과 평화유지군으로 나뉜다. 평화유지군 역할은 평화유지에 국한하며 무력 행사는 자기방어의 경우로만 엄격하게 제한돼 있다. 개인화기, 장갑차 등 방어용 무기로 경무장하고 있다.    현재 우리나라의 해외 파병부대는 남수단 한빛부대를 비롯해 모두 5개인데, 이외에도 정전 감시 요원 등 개인 파병요원까지 합하면 15개국에서 총 1160여 명이 활동하고 있다.    남수단에 파병한 한빛부대도 최소한의 무장으로 평화유지활동 중이었다. 이번 사건으로 해외 파병부대원의 안전을 근본적으로 점검할 필요성이 제기되는 동시에, 일본 자위대의 실탄지원에 따르는 정치외교적인 파장 등을 보다 신중하게 고려했어야 한다는 지적도 제기됐다. 한마디로 해외 파병부대 현지 장병의 안전 문제나 이와 관련한 외교·안보적 국가 이해관계 모두 소홀히 할 수 없는 중요한 논제라는 점을 일깨워준 사건이었다.
[키워드로 보는 사설] 박근혜 대통령의 대선 공약	2014.01.07		사설|박근혜|사설 속으로|공약 파기|공약 관련|약속 대통령|	18대 대통령 당선 직후 박근혜 당선자는 “선거 중에 크게 ‘민생 대통령’ ‘약속 대통령’ ‘대통합 대통령’ 세 가지를 약속했다”며 “그 약속을 반드시 지키겠다”고 말했다. ‘원칙과 신뢰’ ‘약속 이행’은 정치인 박근혜의 색깔이기도 하다.    하지만 당선 1년이 지난 지금 박 대통령이 내세웠던 공약 중 수정되거나 심지어 폐기된 것도 적지 않다. 기초 연금, 4대 중증 질환 지원, 무상 보육, 반값 등록금, 군 복무 단축, 60세 정년 법제화 등은 시행이 늦춰지거나 실행 목표가 하향 조정됐다.    대주주 적격성 유지 심사를 모든 금융회사로 확대하겠다던 공약은 더 이상 국정 과제에서 찾아보기 어렵다. 지난해 7월 대선 후보 출마 선언 당시 ‘국민 행복을 위한 3대 핵심 과제’의 첫째 항목이던 ‘경제 민주화’라는 용어는 국정 과제에서 ‘일자리 중심의 창조경제’에 자리를 내줬다.    이를 놓고 각계에서는 ‘공약 파기’인지, ‘국정 목표 현실화’인지에 대한 논란이 분분하다. 박근혜정부의 공약 관련 가계부는 임기 5년 동안 134조8000억원을 마련해 104개 과제를 이행하는 것으로 돼 있었다. 그러나 올해 국가 채무가 500조원대를 넘어선 상황에서 이는 많은 무리가 따르는 것이 사실이다. 지키지 못할 약속임을 알면서도 당선을 위해 공약(空約)을 내세운 것인지, 경기 불황과 현실적 여건으로 공약을 현실화시킨 것인지에 대한 논란이 끊이지 않는 이유다. 어찌 됐건 핵심 공약의 선택과 집중 등 돌파구를 찾아야 하는 시점이 된 것은 분명하다. 이를 위해서는 국민적 합의가 필요함은 물론이다.
[키워드로 보는 사설] 민영화	2013.12.31		사설|사설 속으로|키워드|신설법인 자본금|철도노조 파업|전기요금 인상|	지난 9일부터 시작된 철도노조 파업의 빌미가 된 서울 강남구 수서발 KTX 역사 공사 현장. [뉴스1]  2001년 미 캘리포니아에서 대규모 정전이 발생했다. 민간 전기회사들은 전기 사용량을 예측해 미리 설비투자를 해야 했지만 비용을 이유로 미뤘고, 전기요금 인상을 위한 담합도 했다. 그 결과가 대규모 정전으로 이어져 사회적 혼란을 불러왔다.    하지만 일부에선 민영화가 경쟁 효과를 불러와 독점으로 인한 방만하고 비효율적인 경영을 쇄신하는 좋은 기회가 될 수 있다고 긍정적으로 본다.    철도공사와 정부는 수서에서 출발하는 KTX 법인 설립이 민영화가 아니라고 주장한다. KTX 신설법인 자본금 800억원 중 초기 자본금 50억원은 코레일이 출자하고, 나머지는 공적자금으로 채우겠다는 것이다. 또 주식 양도·매매 대상을 정부·지방자치단체·공공기관·지방공기업에 한정한다는 내용을 정관에 명시해 민영화 가능성을 원천 차단하겠다고 설명한다. 수서발 KTX 법인 설립이 민영화라는 건 노조의 억지 주장이라는 주장이다.    그러나 수서발 KTX 노선이 생기면 현재 코레일의 유일한 흑자 노선인 KTX 경부선 수입이 크게 줄어 결국 코레일 전체의 민영화로 이어질 공산이 크다는 지적을 간과할 수는 없다. 또 영국의 철도 민영화 이후 5년간 요금이 2배로 올랐고, 적자 노선들은 이미 폐지되거나 축소 가능성이 있다는 지적도 가볍게 볼 대목은 아니다.
[키워드로 보는 사설] 만델라	2013.12.24		사설|사설 속으로|키워드|비폭력 저항|폭력 투쟁|만델라 투쟁|	만델라는 세계적인 흑인 인권운동가다. 그가 세상을 뜨자 전 세계 모든 나라에서 애도를 표했다. 정치적 입장이 달라도 만델라를 칭송하는 목소리는 하나다. 그가 살아온 삶이 인류의 보편적 가치와 닿아 있고, 우리가 나아가려고 하는 이상과 같기 때문이다.    그가 태어났을 당시 남아프리카공화국은 흑인에게 선거에 참여할 권리를 주지 않았다. 평화로운 저항의 한 방식으로 출근하지 않으면 징역 3년을 선고받았다. 경찰이 평화시위를 하는 흑인을 향해 발포해 18명이 죽기도 했다. 결국 그는 법 안에서 저항을 할 수 없다고 보고, 무장투쟁에 나서게 된다.    만델라 투쟁 노선은 비폭력 저항을 한 인도의 간디나 미국의 마틴 루서 킹과 달랐다. 간디는 영국의 군사력이 인도보다 훨씬 셌기에 무력으로 저항하지 않았다. 마틴 루서 킹은 미국에서 흑인이 백인보다 훨씬 수가 적기에 백인의 마음을 얻지 못하면 흑인 인권 해방이 어렵다고 보고 폭력 투쟁 노선을 선택하지 않았다.    만델라는 비폭력으로 저항하는 일이 불가능했기에 폭력을 선택했다. 그러나 억압하는 백인 정권을 물리치고 대통령이 됐을 때 그는 예전에 흑인을 괴롭힌 백인에게 복수하지 않았다. 진실과 화해 위원회를 만들어 가해자가 자신의 죄를 고백하게 하고 피해자는 가해자를 용서했다. 이 과정은 전 세계 사람들에게 큰 감동과 영감을 주었다. 만델라는 자신이 약자로 저항할 때는 폭력을 썼지만, 권력을 얻은 뒤에 폭력을 버렸다.
[키워드로 보는 사설] 제3정당	2013.12.17		사설|사설 속으로|키워드|한국 정치사|새정치 추진위원회|정치세력화 추진|	제3정당이란 양당제 문제점을 보완·개혁하기 위한 대안 정당을 가리킨다. 한국 정치는 기본적으로 양당제 기조를 유지해 왔다. 여야 두 당이 서로 견제와 협조를 유지하면서 오늘에 이르렀다. 한국 정치사에서 수많은 정당이 만들어지고 사라지는 과정을 반복했지만 기본적으로 여야를 대표하는 두 개 당으로 나뉘어 권력을 분점하는 기본 틀이 무너진 경우는 드물다.    양당제가 안고 있는 문제점 또한 지속적으로 제기되고, 이를 비판하고 개혁해야 한다는 목소리가 멈춘 적도 없다. 양당제로 대표되는 기존 정치권이나 정치 세력의 독주, 독선에 맞서기 위해 새로운 당을 만들어 국민에게 지지를 호소하는 일은 계속돼 왔기 때문이다. 제3정당, 제3섹터라고 부르는 이러한 대안정당 건설 움직임은 지금도 계속되고 있다. 안철수 신당 또한 이러한 제3정당의 범주에 포함시켜 논의할 수 있다. 안철수 의원이 국민과 함께하는 새정치 추진위원회 출범을 선언하고 정치세력화 추진을 공식화하면서 한국 정치 재편을 주장하고 나선 것도 이런 맥락에서 이해할 수 있다. 그러나 한국 정치사에서 제3정당은 대부분 실패했다. 1992년 정주영의 통일국민당, 1997년 이인제의 국민신당, 2007년 문국현의 창조한국당 등 제3후보가 만든 정당은 모두 사라졌다. 안철수 신당 또한 과거 전철을 밟을 것인지, 아니면 이번에는 성공하는 제3정당으로 자리매김 할 수 있는지가 관건이다.    관련기사  ▶ 중앙 "단일화 되풀이 경계" vs 한겨레 "야권 분열효과 우려"
[키워드로 보는 사설] 천주교정의구현사제단	2013.12.10		사설|사설 속으로|천주교정의구현사제단|정의구현사제단 활동|민주화 운동|진상규명 운동|	정식 명칭은 ‘천주교정의구현전국사제단’이다. 1974년 천주교 지학순 주교는 유신헌법은 무효라는 양심선언을 발표하고 체포돼 징역 15년을 선고받았다. 이에 반발한 젊은 사제들이 중심이 돼 강원도 원주에서 결성했다. 1962년 소집된 제2차 바티칸 공의회에서 당시 교황이던 요한 23세는 “교회 생활의 모든 분야가 현대 세계에 ‘적응’하는 차원을 넘어 완전히 의식 변화를 해야 한다”고 천명했다. 이러한 정신에 따라 천주교정의구현사제단은 교회 안에서는 복음화 운동을, 사회적 차원에서는 민주화와 인간화를 위해 일하는 것을 목적으로 한다.    정의구현사제단은 활발하게 민주화 운동을 펼쳐왔다. 1974년 군사독재에 반대해 양심수 석방과 유신헌법 반대 운동을 펼친 것을 시작으로 김지하 시인 구명운동, 인민혁명당사건 진상규명 운동을 거쳐 1987년 박종철 고문치사사건 은폐 사실을 폭로하기도 했다. 지금은 양심수와 장기수 석방 운동, 국가보안법 철폐 운동 등을 벌이고 있다.    민주정부 수립 이후 정의구현사제단 활동은 논란을 일으키기도 했다. 특히 1989년 문규현 신부의 평양청년학생축전 참가, 지난 11월 26일 박창신 신부의 연평도 포격 사건 발언 등은 정의구현사제단이 친북 성향이 아니냐는 의심을 받게 했다. 이명박정부 시절 미국산 소 수입 금지 촛불집회 참가, 4대강 사업 반대 등의 활동을 벌이면서부터는 보수 진영의 주된 비판 대상으로 떠올랐다. 최근 천주교 내 뉴라이트 모임인 나라사랑기도회는 “정의구현사제단을 천주교에서 추방해야 한다”는 주장을 하기도 했다.    관련기사  ▶ 중앙 "국가관, 도 넘었다" vs 한겨레 "본질은 대선 불법개입"  ▶ [추천 도서] 『이웃의 가난은 나의 수치입니다』 外
[키워드로 보는 사설] 스마트 케어 서비스	2013.12.03		사설|사설 속으로|키워드|스마트 케어|원격의료 서비스|치료효과 개선|	스마트 케어 서비스란 원격으로 만성질환자의 건강상태 등을 모니터링하는 동시에 환자에게 필요한 건강교육, 질환관리까지 통합한 신개념 의료서비스다.    이 의료서비스를 위한 시범사업에 2010년 4월부터 올 6월까지 355억원이 투입됐다. 당뇨·고혈압·대사증후군 환자에게 의료기관과 스마트케어센터를 연계한 원격의료 서비스가 제공됐다.    산업부에 따르면, 당뇨 환자 484명(대조군 240명, 시험군 244명) 중 원격의료서비스를 받은 시험군(원격 모니터링군)이 그러지 않은 대조군에 비해 치료효과 개선이 있다는 게 확인됐다. 그러나 병원협회는 양 군 간의 차이가 임상적으로 아주 미미한 데다 막대한 사업비를 감안하면 거의 효과가 없다고 주장한다. 병원협회의 주장과 별개로 산업부는 복지부·미래창조과학부 등 관계부처와 협력해 원격의료 서비스를 키워갈 방침이다. 고령화 추세와 소득 증대에 따라 의료 패러다임이 발병 후 치료보다는 사전 예방과 건강관리로 전환되고 있어 원격의료에 대한 수요도 증가할 것으로 내다보고 있다. 정보기술이 발달하면서 이를 이용한 환자중심의 맞춤의료는 시대적 추세라는 것이다.    관련기사  ▶ 중앙 "환자 접근성 개선해야" vs 한겨레 "시범사업부터 해야"  ▶ [추천 도서] 『시장은 정말 우리를 행복하게 하는가』 外
[키워드로 보는 사설] 위헌정당해산심판	2013.11.26		사설|사설 속으로|위헌정당해산심판|정당해산 절차|위헌정당 해산|다음해 대법원|	정부가 법원 판단을 거쳐 정당을 해산하는 일은 세계적으로 매우 드물다. 독일에서는 1950년대에 나치를 이어받는 사회주의제국당과 독일공산당을 해산했다. 터키는 이슬람교 정당과 쿠르드 민족 정당 등을 해산해 왔다.    한국에서는 1958년 이승만 정부가 조봉암이 이끌던 진보당의 평화통일론이 대한민국 존립을 부정하는 것이라는 이유로 진보당을 해산했다. 그 다음해 대법원은 진보당 강령이 헌법에 어긋나지 않는다고 밝히면서도 조봉암에게는 국가보안법 위반과 무기불법소지 등으로 사형 판결을 내렸다. 그 후 52년이 지난 2010년에야 대법원은 조봉암에게 내린 유죄판결이 조작된 증거로 이뤄졌음을 인정하고 다시 무죄 판결했다.    위헌정당해산심판은 1960년 헌법 개정 때 포함됐다. 정당해산 절차를 엄격하게 해서 정당 활동을 보호하려는 게 입법 취지다. 정부가 정당을 직접 해산할 수 없고, 헌법재판소에서 헌법재판관 9명 중 7명 이상이 출석해 6명 이상이 찬성해야만 해산할 수 있다. 최근 60년 동안 선진국에서는 법원에서 위헌정당 해산을 결정한 일이 없다. 오늘날 거의 모든 민주 국가에서 정당은 선거로 그 운명을 심판받는다.    관련기사  ▶ "[사설 속으로] 중앙일보 vs 한겨레…'통진당 해산 심판 청구'  ▶ [추천 도서] 최초의 민주주의
[키워드로 보는 사설] 국민참여재판	2013.11.19		사설|사설 속으로|국민참여재판|배심원 평결과|국민참여재판 보완|국민참여재판 본래|	국민참여재판은 형사재판에 일반 국민의 건전한 상식과 평균적인 정의감을 반영하기 위한 제도로 2008년 1월부터 시행했다. 만 20세 이상 국민 가운데 선정된 배심원이 재판에 참여해 유·무죄 평결을 내린다. 배심원 수는 법정형이 사형·무기징역 또는 무기금고에 해당하는 사건은 9명, 그 외엔 7명이다. 피고인 또는 변호인이 공판 준비 절차에서 공소사실의 주요 내용을 인정한 사건은 5명이다. 피고인이 원하지 않거나 배제 결정이 있는 경우 국민참여재판은 열릴 수 없다.    배심원은 해당 지방법원 관할 구역의 거주민 가운데 무작위로 선정되는데 정당한 사유 없이 출석하지 않으면 과태료가 부과된다. 배심원으로 참여하면 일정한 금액의 여비가 지급된다. 배심원 평결은 권고 효력만 가질 뿐 법적 구속력은 없다. 그러나 대부분 법원은 배심원들의 평결을 존중하는 의미에서 헌법과 법 원칙에 위배되지 않는 한 평결에 따르고 있다.    이번 안도현 시인 재판에서처럼 배심원 평결과 재판부의 판단이 다른 경우 논쟁이 일어날 수밖에 없다. 일단 법무부는 배심원 평결을 존중하는 방향으로 개선책을 내놓고 있다. 최근 법무부는 사실상 배심원 평결의 법적 구속력을 인정하는 법안을 입법 예고했다. 권고에 그쳤던 평결의 효력을 강화하겠다는 의미다.    이런 점에서 볼 때 이번 안도현 시인 재판처럼 배심원 전원일치 무죄 평결에 대해 재판부가 다른 견해를 표명한 것은 매우 이례적인 일이다. 물론 배심원 평결이 여론에 의해 좌우되거나 감성 재판으로 흐를 염려가 제기되는 것도 사실이다. 결국 재판에 국민의 일반적인 정서를 반영한다는 긍정적 의미와 배심원의 정치 성향에 따라 재판이 왜곡될 수 있다는 우려가 서로 맞서 있는 형국이다. 이번 재판처럼 정치적 사건의 경우 논란이 더욱 심해진다.    국민주권 보장이라는 본래 취지를 훼손하지 않는 선에서 드러난 문제점을 보완하는 개선책 마련이 필요하다는 주장과 이런 논란 자체가 국민참여재판 본래 취지를 훼손하려는 움직임이라고 보는 견해로 갈려 있다.    관련기사  ▶ "국민참여재판 보완·발전을" vs " 7:0 무죄 평결 존중하길"
[키워드로 보는 사설] 교학사 한국사 교과서 논란	2013.11.12		사설|사설 속으로|키워드|한국사 교과서|교학사 교과서|역사 교과서|	교학사 교과서 논란의 뿌리는 한국현대사학회가 만들어진 2011년 5월로 거슬러 올라간다. 한국현대사학회는 “한쪽(좌)으로 편향된 역사 연구를 지양하고 대한민국의 정통성을 인정하는 기반 위에서 한국 근현대사를 연구한다”는 입장을 표방했다. 이 학회에는 보수·우익 성향의 학자들이 대거 포진했다. 교학사 한국사 교과서는 이 단체의 학자들이 주축이 돼 만들어졌다.    교학사 교과서가 나오자마자 진보 성향의 한국역사연구회, 역사문제연구소, 민족문제연구소, 역사학연구소는 “역사 왜곡에 심각한 사실 기술 오류까지 중요한 것만 지적해도 298건”이라며 강하게 반발했다. 논란이 불거지자 서남수 교육부 장관은 9월 11일 ‘수정 및 보완을 통해 재검토하겠다’는 입장을 밝혔다.    그러자 이번에는 교학사가 교과서 발행을 포기하려는 움직임을 보였다. 역사 논란에 휩싸여 자사 이미지가 실추됐다는 것이 이유였다. 우여곡절 끝에 교학사는 역사 교과서를 내기로 했으나, 이어진 교육부의 수정·보완 조치가 또 다른 논란을 낳고 있다. 교학사뿐 아니라 한국사 교과서 8종에 대해 무려 829건에 달하는 수정·보완 조치를 내린 것이다.    이에 대해 ‘색깔논쟁으로 교과서 문제를 희석시키려는 물타기’라는 반발과 ‘국가 정체성을 세우기 위한 당연한 조치’라는 찬성 측 의견 사이에 논란이 계속되고 있다. 일부에서는 혼란을 막기 위해 한국사 교과서를 국정으로 돌리자는 주장까지 내놓고 있다.
[키워드로 보는 사설] 의료소비자 주권	2013.11.05		사설|사설 속으로|의료소비자|의료소비자 주권|환자 권리|검사 비용|	소비자에게는 안전할 권리가 있고 값을 치르고 구입한 물건이나 서비스에 대해 알 권리가 있다. 환자에게도 마찬가지다. 돈을 지불하고 의료서비스를 받는 환자의 권리가 바로 의료소비자 주권이다.    2005년 6월 21일 제주대학교 병원이 환자 권리를 보장하는 ‘환자권리장전’을 채택하고 선포식을 했다. 채택된 환자권리장전은 인격을 존중받고 사랑으로 진료받을 권리, 평등하고 성실한 진료를 받을 권리, 질병에 대한 충분한 설명을 들을 권리, 의료 행위의 결정에 참여할 권리, 진료상의 비밀을 보호받을 권리, 진료비 내역에 대해 알권리를 보장하는 내용의 6개 항으로 구성돼 있다.    환자는 충분한 설명을 들은 후 자신의 자유 의사에 따라 의료 행위를 수락하거나 거부할 권리가 있다고 규정한 것이 1981년 포르투갈 리스본에서 열린 제34차 세계의사회(WMA) 총회 기간 중 채택한 ‘환자의 권리에 대한 선언’이다. 이 선언에 따르면 내가 왜 이런 검사를 받아야 하는지, 이 검사 비용은 얼마인지, 이 검사를 대체할 만한 다른 방법은 없는지, 이 검사에 대한 후유증은 없는지 등에 대해 의사에게 꼼꼼하게 묻고 답을 들을 수 있는 권리가 환자에게 있다. 병원과 의사는 이익의 주체이면서 동시에 환자의 의료소비자 주권을 충족시켜줄 의무의 주체이기도 하기 때문이다.
[키워드로 보는 사설] 원자력발전	2013.10.29		사설|사설 속으로|원자력발전|청정에너지원인 원전|원전 확대정책|전력 수요|	원자력 발전 비중을 대폭 늘리려던 계획이 전면 백지화될 모양이다. 2차 에너지 기본계획 수립을 위한 민관합동 워킹그룹은 당초 1차 계획에서 2030년까지 전체 전력량의 41%까지 높이기로 했던 원전 비중을 2035년까지 22~29%로 유지할 것을 정부에 제안했다. 대신 전력요금을 대폭 인상하고, 액화천연가스(LNG)와 등유 등 전기 대체연료에 대한 세금을 낮춰 전력 수요를 15%가량 줄일 것을 권고했다. 그동안 늘어나는 전력 수요에 맞춰 공급을 늘려온 전력 정책의 방향을 완전히 바꿔 전력 공급은 현재 수준을 유지한 채 수요 억제를 통해 전기 수급을 맞추자는 것이다. 그야말로 에너지 정책의 대전환인 셈이다.    원전 비중의 확대는 그동안 전력 공급을 늘리는 핵심적인 수단이었다. 석유나 석탄 등 화력발전용 에너지원의 해외의존을 줄이면서 전력 수요 증가를 감당하자면 값싼 청정에너지원인 원전의 비중을 높이는 것 이외에는 대안이 없다는 논리였다. 그런데 일본 후쿠시마 원전사고 이후 원전에 대한 국민적 불안감이 확산되고, 원전 및 송전선로 건설에 대한 지역주민의 반발이 거세지면서 원전 확대정책에 브레이크가 걸렸다. 워킹그룹의 제안대로 원전 확대를 중단하는 것은 쉽다. 문제는 그동안 계속 급증해온 전력 수요를 과연 줄일 수 있느냐다. 워킹그룹은 전기요금 인상과 에너지 세제 조정을 통해 전력 수요를 줄일 수 있을 것으로 기대했지만, 벌써부터 전기요금 인상에 대한 반발이 거세다. 만일 전력 수요는 줄이지 못한 채 원전 확대만 중단하면 대규모 단전을 포함한 전력대란을 피할 수 없다.    워킹그룹이 마련한 초안은 각계의 전문가가 참여해 합의한 것으로 앞으로 공청회를 거쳐 정부안으로 확정된다고 한다. 그러나 전문가그룹의 합의가 과연 국민적 합의로 이어질지는 미지수다. 국민들이 값싼 전기에 대한 관성에서 벗어나지 못한 채 원전은 싫다는 이중적인 태도를 바꾸지 않으면 이 계획은 성사될 수 없다. 결국 관건은 국민들이 에너지 수급의 실상을 정확히 이해하고 어떤 선택을 하느냐에 달려 있다.
[키워드로 보는 사설] 대통령 기록물	2013.10.22		사설|사설 속으로|키워드|대통령 기록물|대통령 기록관|차기 대통령|	‘대통령 기록물 관리에 관한 법률’은 대통령 기록물의 보호·보존 및 활용 등 기록물의 효율적 관리와 대통령 기록관의 설치·운영에 필요한 사항을 정하기 위해 법률 제8395로 제정돼, 2007년 4월 27일 공포됐다. 이 법 제정 이전에는 ‘공공 기관의 기록물 관리에 관한 법률(현행 ‘공공 기록물 관리에 관한 법률’) 중에 대통령 기록물 관리에 필요한 사항이 있었다. 그러나 국가 기록물인 대통령 기록물의 체계적이고 전문적인 관리를 위해 별도로 입법한 것이다. ‘대통령 기록물 관리에 관한 법률’은 대통령 기록물을 국가 소유로 규정하고 있어, 그동안 사각지대에 있었던 대통령 기록물을 체계적으로 보존·활용할 수 있도록 하는 제도적 기반을 마련했다는 점에서 의의가 크다.    군사·외교·통일에 관한 비밀 기록 등 공개될 경우 국가 안전보장에 중대한 위험을 초래할 수 있는 기록물이나, 대통령의 정치적 견해나 입장을 담고 있어 공개되면 정치적 혼란을 불러일으킬 우려가 있는 기록물 등은 자료제출 요구를 거부할 수 있는 보호기간을 둘 수 있게 했다.    대통령 기록물은 기밀 정도에 따라 3가지로 분류되는데, 일반기록물은 아무런 제약 없이 일반인 열람이 가능한 등급이며, ‘비밀기록물’은 차기 대통령, 국무총리, 각 부처 장관 등 비밀취급 인가권자의 열람이 가능하다. 그리고 ‘지정기록물’은 해당 기록물을 생산한 대통령만 최대 30년간 열람이 가능한데 다른 사람이 열람하기 위해서는 국회 재적의원 3분의 2 이상 찬성이나 고등법원장이 발부한 영장이 있어야 가능하다. 2007년 남북정상회담 대화록 열람을 둘러싼 논란과 공방은 본래 이 법의 제정 취지에 얼마나 부합되는 일인지 여부에 따라 다양하게 해석될 수 있다. 그런 만큼 정치적인 목적이나 특정 집단의 이해관계에 따라 자의적으로 해석하고 적용돼서는 곤란하다. 특히 국가안보와 직결된 군사·외교·통일과 관련한 자료의 경우는 더욱 그러하다.
[키워드로 보는 사설] 기초연금 논란	2013.10.15		사설|사설 속으로|연금|기초 논란|국내 노인빈곤율|소득 하위|	기초연금은 기존의 노령기초연금을 한층 강화한 것이다. 2008년부터 정부는 65세 이상 노인 가운데 소득 수준 하위 60%에게 연금을 지급해 왔다. 국내 노인빈곤율은 45%(2009년 기준)에 이른다. 노인 10명 중 4.5명이 빈곤에 시달리는 것으로, 경제협력개발기구(OECD) 평균보다 3.3배 많다. 노령기초연금은 과거 경제발전의 주역이었지만 지금은 빈곤으로 내몰린 노인세대를 위한 제도인 셈이다.    현재 지급되는 노령기초연금은 매달 8만원 남짓이다. 이를 현실화해야 한다는 목소리는 예전부터 있었으나 여야 간 정책대결로 떠오른 것은 지난 대선 때다. 문재인 후보는 노령기초연금 2배 인상과 소득하위 80%까지 대상자를 확대하는 정책을 내세웠다. 박근혜 후보는 65세 이상 모든 노인에게 월 20만원 지급을 제시했다.      문제는 재원(財源)이다. 세계적인 경기불황으로 현재 세수(稅收) 부족분이 10조원에 달한다. 하반기에도 이를 메울 가능성은 별로 없다. 이에 따라 박근혜 대통령은 기초연금 수정안을 내놓았다. 소득 하위 70% 노인에게만, 국민연금 납입기간에 따라 10만~20만원을 차등지급하기로 한 것이다.    수정안은 또 다른 논란을 불러일으키고 있다. 국민연금과 달리 기초연금은 세금으로 재원을 마련한다. 현 정부는 기초연금이 국민연금을 보완하는 제도라는 시각을 갖고 있다. 하지만 국민연금을 오래 납부한 사람일수록 기초연금을 적게 받는 정책은 성실 납부자에 대한 역차별이라는 반론을 낳았다.    관련기사  ▶ 중앙 "朴, 설명 책임 다해야" 한겨레 "사과로 넘길 일 아냐"
